Gene.symbol,adj.P.Val
RECQL5,0.9254
AP1AR,0.9254
DRC7,0.9254
CLCC1,0.9254
RASSF1,0.9254
PABPC1L2B,0.9254
OR10D1P,0.9254
ACTC1,0.9254
PCDHA8,0.9254
HFE2,0.9254
KLHL8,0.9254
LST1,0.9254
SPIN1,0.9254
TRAF5,0.9254
UBB,0.9254
DEPDC5,0.9254
HSF1,0.9254
KCNN3,0.9254
XKR3,0.9254
HEXDC,0.9254
LRRC19,0.9254
TRNAU1AP,0.9254
CTGF,0.9254
LOC105373782,0.9254
GRIN2A,0.9254
MIB2,0.9254
KPNA3,0.9254
LINC01038,0.9254
DUSP22,0.9254
TRIM69,0.9254
HVCN1,0.9254
BET1,0.9254
ZCCHC5,0.9254
MRPS14,0.9254
CYP19A1,0.9254
BEST4,0.9254
MTFR2,0.9254
CTNNA2,0.9254
SLC12A3,0.9254
IQCF5,0.9254
PODXL,0.9254
KCNIP1,0.9254
PLOD1,0.9254
ABCA9,0.9254
NR3C1,0.9254
LCE1E,0.9254
PCDHGA4,0.9254
C9orf72,0.9254
GPN1,0.9254
LOC105376480,0.9254
HOXC10,0.9254
HYOU1,0.9254
LINC00706,0.9254
DGCR6,0.9254
TIRAP,0.9254
BUB1B,0.9254
ZBTB18,0.9254
NLK,0.9254
ABHD11-AS1,0.9254
CCDC14,0.9254
EVC,0.9254
ATAT1,0.9254
SOAT2,0.9254
MAP2,0.9254
OLFML2A,0.9254
PPARA,0.9254
ZFP36L1,0.9254
PSPH,0.9255
XKR4,0.9255
ASIC1,0.9255
THRAP3,0.9255
STX11,0.9255
GABRR1,0.9255
LRRC71,0.9255
KIF19,0.9255
CFAP65,0.9255
BAG4,0.9255
TIRAP,0.9255
KRT33A,0.9255
ALAS2,0.9255
GLT8D1,0.9255
C15orf57,0.9255
GOLGA3,0.9255
NPIPB3,0.9255
RTP5,0.9255
EGFL6,0.9255
IL21,0.9255
ZNF354A,0.9255
OR2B3,0.9255
SLIT1-AS1,0.9255
AGBL1-AS1,0.9255
DPH6,0.9255
AASS,0.9255
CYP2D6,0.9255
TPD52L3,0.9255
CDK14,0.9255
SUGP2,0.9255
SLC26A5,0.9255
CDH2,0.9255
PGA4,0.9255
SPOP,0.9255
BARX1,0.9255
PPP1R13L,0.9255
USP51,0.9255
ABHD16B,0.9255
ABCC5,0.9255
RNF146,0.9255
CELF2,0.9255
UHRF1BP1L,0.9255
ZW10,0.9255
KIAA1024,0.9255
NOG,0.9255
EML5,0.9255
FGF9,0.9255
NCAM1,0.9255
ZSWIM1,0.9255
WNT11,0.9255
GPHA2,0.9255
GPC3,0.9255
FADS6,0.9255
TIMP2,0.9255
VPS53,0.9255
LAT2,0.9255
MYO9B,0.9255
PPP1R1B,0.9255
TCEAL7,0.9255
PLN,0.9255
CREB5,0.9255
TRIM4,0.9255
LINC01197,0.9255
LOC101927907,0.9255
ZNF234,0.9255
EEF1B2,0.9257
FBN1,0.9257
PCP4,0.9257
R3HCC1,0.9257
TM4SF20,0.9257
ZFYVE9,0.9257
ATN1,0.9257
OLA1,0.9257
FAM72B,0.9257
DACT3,0.9257
RBM12,0.9257
NECTIN2,0.9257
KLRB1,0.9257
AHR,0.9257
RIPK1,0.9258
NSD1,0.9258
TRIM54,0.9258
ARMCX2,0.9258
WDR17,0.9258
OR8U8,0.9258
LAMTOR5,0.9258
B4GALT2,0.9258
C3orf35,0.9258
OR52E2,0.9258
CTSC,0.9258
ST7-AS2,0.9258
SPIN2A,0.9258
LIPE-AS1,0.9258
TUBGCP4,0.9258
ABCC13,0.9258
LSM6,0.9258
SEBOX,0.9258
HSD17B7P2,0.9258
CETN3,0.9258
HNRNPDL,0.9258
CXCL11,0.9258
OXA1L,0.9258
TNFRSF6B,0.9258
AGTR1,0.9258
RFC3,0.9258
CST9,0.9258
DERL3,0.9258
BRWD1,0.9258
TWF1,0.9258
CASP8,0.9258
SPINK4,0.9258
MRPL1,0.9258
RICTOR,0.9258
MIOX,0.9258
SOX6,0.9258
GRIN2A,0.9259
DCUN1D3,0.9259
AGAP6,0.9259
LRRCC1,0.9259
COQ10B,0.9259
DEUP1,0.9259
GABARAP,0.9259
DUOX1,0.9259
SCARA3,0.9259
PSG1,0.9259
CFH,0.9259
CDKL5,0.9259
MRGPRF-AS1,0.9259
AJUBA,0.9259
ZNF365,0.9259
TTLL7,0.9259
FAM209A,0.9259999999999999
DMRTA2,0.9259999999999999
HCRTR1,0.9259999999999999
GRK4,0.9261
USP38,0.9262
ABCB1,0.9262
ZNF131,0.9263
LYST,0.9263
VPS13B,0.9263
LINC00867,0.9263
RMI2,0.9263
ADCYAP1R1,0.9263
MCAT,0.9263
TTC9C,0.9263
H2AFX,0.9263
LOC105370306,0.9263
ISY1,0.9264
ANXA11,0.9264
SIGLEC12,0.9264
OAS3,0.9264
S100P,0.9264
MED14,0.9265
C16orf89,0.9265
KLHL18,0.9265
SIAH1,0.9265
PPP1R42,0.9265
TMPPE,0.9265
GET4,0.9265
ADAM7,0.9265
SRP54,0.9265
SIRPB1,0.9265
KLK15,0.9265
FAM162B,0.9265
GRIK3,0.9265
CRK,0.9265
FAM131B,0.9265
PYM1,0.9265
LOC100131315,0.9265
STEAP3,0.9265
KMT2E,0.9265
ASB5,0.9265
RAB11FIP5,0.9265
MIGA1,0.9265
POMP,0.9265
CLUAP1,0.9265
RNF113B,0.9265
CXorf21,0.9265
IGDCC3,0.9265
USP6NL,0.9265
SLC12A5,0.9265
ALDH1A2,0.9265
GTPBP3,0.9265
VPS26A,0.9265
BCR,0.9265
WDR20,0.9265
ZNF396,0.9265
DKK3,0.9265
PC,0.9265
C20orf203,0.9265
BNIP3L,0.9265
PGLYRP4,0.9265
ANKRD17,0.9265
SZT2,0.9265
SLC5A3,0.9265
DHRS3,0.9265
AGER,0.9265
KCTD1,0.9265
MDM1,0.9265
TMEM138,0.9266
BIRC5,0.9266
NOM1,0.9266
NDUFV2,0.9266
ECM1,0.9266
UGT1A4,0.9266
HR,0.9266
RORA,0.9266
SNRPB,0.9266
MAGEA6,0.9266
TRIM61,0.9266
LOC100506682,0.9266
RRAS2,0.9267
WARS,0.9267
ZC3H12B,0.9267
FKBP5,0.9267
STEAP3,0.9267
PLA2G2A,0.9267
HIST1H2BF,0.9267
KRTAP1-3,0.9267
CER1,0.9267
HIST1H2BA,0.9267
CYB5D1,0.9267
ITIH1,0.9267
RMND5B,0.9267
TRHR,0.9267
AFTPH,0.9267
OR4K13,0.9267
MAP7D1,0.9267
VSX2,0.9267
KHDC1,0.9267
OCIAD1,0.9267
PCSK6,0.9267
NCDN,0.9267
HRASLS,0.9267
PP13004,0.9267
SOX5,0.9267
HSPA9,0.9267
MAML3,0.9267
FOXC2,0.9267
ANGPTL4,0.9267
TAC1,0.9267
EPHA6,0.9267
LCTL,0.9267
LOC101928327,0.9267
RNF5P1,0.9267
COG3,0.9267
LYPLA1,0.9267
BCKDHB,0.9267
C17orf49,0.9267
MPP6,0.9267
CMIP,0.9267
FAM53B,0.9267
DMRT2,0.9267
PLEC,0.9267
OSBPL10,0.9267
GIMAP2,0.9267
ZCCHC4,0.9267
PGBD3,0.9267
WDR86,0.9267
SLC5A2,0.9267
CRADD,0.9267
ATXN7,0.9267
BPNT1,0.9267
NEIL2,0.9267
PRKX,0.9267
SFRP4,0.9267
TRAPPC8,0.9267
OR5H1,0.9267
PLPPR4,0.9267
PHPT1,0.9267
ABCB4,0.9267
TIMM21,0.9267
GIPC1,0.9267
KRTAP5-5,0.9267
MZT2B,0.9267
ZNF117,0.9267
GYPB,0.9267
LOC100129434,0.9267
MGMT,0.9267
CXorf57,0.9267
GRHL1,0.9267
BTNL8,0.9267
PRR18,0.9267
KCNT1,0.9267
TANGO6,0.9267
PRELID2,0.9267
RPL6,0.9267
CBX7,0.9267
SF3B2,0.9267
FARSB,0.9267
VAV2,0.9267
CPLX4,0.9267
SSX2,0.9267
RPAP3,0.9267
PSMG3,0.9267
UNC13A,0.9267
ERVFRD-1,0.9267
REG1A,0.9267
DEPDC4,0.9267
GLYAT,0.9267
KCNMA1,0.9267
SLC25A38,0.9267
GK5,0.9267
METTL17,0.9267
PSEN1,0.9267
UBE2Q1,0.9267
NUS1,0.9267
POLR3C,0.9267
TENM1,0.9267
SERPING1,0.9267
GEMIN8,0.9267
PPM1K,0.9267
NRAP,0.9267
OPA3,0.9267
CAMK1D,0.9267
TXNRD2,0.9267
GPSM3,0.9267
SLC22A7,0.9267
ZNF517,0.9267
CRP,0.9267
VRK2,0.9267
POU3F4,0.9267
DRAP1,0.9267
RAB33A,0.9267
MTCL1,0.9267
TMEM217,0.9267
KIFC1,0.9267
LOC642846,0.9267
TEX43,0.9267
DNASE1L1,0.9267
PSMD6-AS2,0.9267
ELK4,0.9267
PI4K2B,0.9267
HDAC4,0.9267
ATP5H,0.9267
EFS,0.9267
CHMP7,0.9267
TFEB,0.9267
ATP6V1A,0.9267
PLB1,0.9267
CASP2,0.9267
ATG12,0.9267
LLGL2,0.9267
PCDHA2,0.9267
RPP21,0.9267
SERPINA1,0.9267
S100A13,0.9267
GOLGA8B,0.9267
ATP6V1H,0.9267
MUT,0.9267
VN1R5,0.9267
KCNMB2,0.9267
PHYH,0.9267
KPTN,0.9267
RHPN2,0.9267
ILVBL,0.9267
CLTA,0.9267
MSL3,0.9267
MYOD1,0.9267
N4BP2L1,0.9267
ITPR1,0.9267
SEPT1,0.9268
LRRC26,0.9268
ORC6,0.9268
TAF5L,0.9268
OTOP3,0.9268
GCLM,0.9268
CLMN,0.9269
RNF122,0.9269
C11orf68,0.9269
GREM1,0.9269
GLRX3,0.9269
GPRC5B,0.927
EPHA10,0.927
FECH,0.927
VPS13A,0.927
DNAH17,0.927
SNX29P2,0.927
HSCB,0.927
PPP2CA,0.927
DCN,0.927
MS4A14,0.927
BAZ1A,0.927
C11orf80,0.927
LOC101926892,0.927
NUP35,0.927
RPS17,0.927
PTGER3,0.927
LRRC8B,0.927
TMEM115,0.9271
SAMD10,0.9271
RNASEH2C,0.9271
ITGB2,0.9271
IFNA4,0.9271
SSUH2,0.9271
RGL1,0.9271
ANO3,0.9271
CRMP1,0.9271
AP5M1,0.9271
EEF1D,0.9271
SNRNP70,0.9271
TTPA,0.9271
ZNF559,0.9271
OR8K1,0.9271
CRELD1,0.9272
MMP11,0.9272
TMEM206,0.9272
LETMD1,0.9272
HCAR1,0.9272
TIMM9,0.9272
ST5,0.9272
FAM131B,0.9272
TGFA,0.9272
RPRD1A,0.9272
CAMK2A,0.9272
HACD2,0.9272
GLT1D1,0.9272
KLK15,0.9272
BCL7A,0.9272
SSX4B,0.9272
CAB39,0.9272
PLIN5,0.9272
GSTT2B,0.9272
PDGFRA,0.9272
MEF2C-AS1,0.9272
TDGF1,0.9272
CCDC144A,0.9272
TMEM178A,0.9272
TTLL4,0.9272
DNAH11,0.9272
DOT1L,0.9272
TNNC1,0.9272
TXNDC2,0.9272
LOC101930049,0.9272
TBC1D8B,0.9273
ANKRD13B,0.9274
CCDC90B,0.9274
C12orf4,0.9274
SLC17A8,0.9274
PIK3CA,0.9274
C4orf45,0.9274
TNS2,0.9274
KIR2DL4,0.9274
MAP4K3,0.9274
C6orf136,0.9275
TM2D1,0.9275
PPP1CA,0.9275
LOC100130768,0.9275
XCR1,0.9275
HELZ,0.9275
CCDC190,0.9275
CCDC144B,0.9275
MET,0.9275
ZC3H14,0.9275
KIAA1456,0.9275
KRBA2,0.9275
AAK1,0.9275
ARHGAP25,0.9275
ZNF503,0.9275
KCND1,0.9275
CES5AP1,0.9275
C1QTNF4,0.9275
LRIT1,0.9275
SPTBN4,0.9275
KLRF1,0.9275
MYOZ2,0.9276
PPP1R12A,0.9276
MRPL57,0.9276
MED20,0.9276
GTDC1,0.9276
ARHGAP28,0.9276
KRTAP23-1,0.9276
GDE1,0.9276
ZBTB8OS,0.9276
ZNF268,0.9276
CLIP3,0.9276
PHLDB1,0.9276
ZNF80,0.9276
AURKA,0.9276
NOC4L,0.9276
FBXO22,0.9276
MED12L,0.9276
TBX21,0.9277
CCDC90B,0.9277
ACAD10,0.9277
HSPA1A,0.9278
PHKB,0.9278
OR4K1,0.9278
NOMO2,0.9278
SPATA6L,0.9278
FBXW2,0.9278
CENPU,0.9279
AGER,0.9279
SUMO1P1,0.9279
R3HCC1L,0.9279
IRF2,0.9279999999999999
TINAGL1,0.9279999999999999
KCNAB1,0.9279999999999999
KRTAP10-12,0.9279999999999999
OGFOD3,0.9279999999999999
HAND1,0.9279999999999999
TUBA3D,0.9279999999999999
CCNG1,0.9281
CA5A,0.9283
PTK6,0.9283
NKPD1,0.9283
PLAGL1,0.9283
VWA8,0.9283
COLCA1,0.9283
LINC01096,0.9283
NFKB2,0.9284
LOC101928778,0.9284
LOC101929268,0.9284
DCLK1,0.9284
TMEM255B,0.9285
ZNF493,0.9285
NRIP1,0.9285
KCNN1,0.9285
ZNF713,0.9285
SLC24A4,0.9285
SPANXN5,0.9285
POLR2M,0.9285
PTPRC,0.9285
NKX3-2,0.9285
DUPD1,0.9285
PTBP3,0.9285
PLP1,0.9285
SLC25A26,0.9285
PLSCR5,0.9285
PDE6G,0.9285
PCDHGA1,0.9286
PKDCC,0.9286
LRRC8A,0.9286
C17orf50,0.9286
NRSN1,0.9286
MYCT1,0.9286
C19orf68,0.9286
LCE2A,0.9286
MBLAC2,0.9286
NHSL2,0.9286
ZNF329,0.9286
MSMP,0.9286
MARCH4,0.9286
CAPN3,0.9286
GHDC,0.9286
NPY2R,0.9286
NFAT5,0.9286
EPHA6,0.9286
AIF1,0.9286
RPL10A,0.9286
C2CD2,0.9286
ARFIP1,0.9286
FLVCR2,0.9286
RNASEK,0.9286
P2RY13,0.9286
LINC00307,0.9286
CCNC,0.9286
SPARCL1,0.9286
CHEK2,0.9286
LYPD3,0.9286
ETFDH,0.9286
PHF8,0.9287
METTL26,0.9287
IMPG1,0.9289
LOC105375875,0.9289
CIDECP,0.9289
IQCB1,0.9289
RACK1,0.9289
HAPLN1,0.9289
ABCA4,0.9289
NLRP1,0.9289
FUK,0.9289
DSC1,0.9289
OR9Q2,0.9289
CTNND1,0.9289
BUD31,0.9291
MANEA,0.9291
SMPD2,0.9291
CD209,0.9291
CDK5RAP2,0.9291
CERS4,0.9291
PMPCB,0.9292
OLIG3,0.9292
OCLN,0.9292
DVL2,0.9292
SIGLEC10,0.9292
GPR55,0.9292
USP8,0.9292
SIK1,0.9292
GNAQ,0.9292
KLK8,0.9292
NFU1,0.9292
IL17RE,0.9292
CCDC140,0.9292
RABAC1,0.9292
AMELX,0.9292
C20orf194,0.9292
DPF1,0.9292
LMO4,0.9292
AAK1,0.9292
CABS1,0.9292
PLEKHG5,0.9292
ANKRD30BL,0.9293
LTA,0.9293
ZNF486,0.9293
SLITRK4,0.9293
SLC13A1,0.9293
OR13C3,0.9293
ZZZ3,0.9293
ADAM15,0.9293
KLK6,0.9293
ZBTB1,0.9293
TMEM135,0.9293
TNRC6B,0.9293
DCTN1,0.9293
NCR1,0.9293
TMPPE,0.9293
LIMS3,0.9293
LOC105371335,0.9293
GPATCH2L,0.9293
CCDC91,0.9293
RCAN3,0.9293
RADIL,0.9293
PXK,0.9293
TNFRSF19,0.9293
TBC1D3B,0.9293
UGT2B4,0.9293
GLYAT,0.9293
MXD3,0.9293
TCEAL8,0.9293
TNC,0.9293
ACVR2B,0.9293
CTSV,0.9293
PGM5P2,0.9293
CALB2,0.9293
CDK5RAP2,0.9293
CHFR,0.9293
DERL3,0.9293
PTPN2,0.9293
MLLT10,0.9293
SLC9A2,0.9293
PHACTR3,0.9293
OMA1,0.9293
CYTL1,0.9293
CEP57,0.9293
MUC4,0.9293
FITM2,0.9293
THSD1,0.9293
AKR1C2,0.9293
SLC23A2,0.9293
ADAMTS19,0.9293
TROVE2,0.9293
IL17RD,0.9293
TMEM159,0.9293
RUFY1,0.9293
SEP15,0.9293
TMEM139,0.9293
FCGR2B,0.9293
NAA40,0.9293
NF1,0.9293
KLC4,0.9293
HLA-DRB5,0.9293
SPATA24,0.9293
SPEM1,0.9293
LGI3,0.9293
HAPLN4,0.9293
SSBP1,0.9293
TFPT,0.9293
IL2RB,0.9293
KRTAP19-2,0.9293
CYP2C18,0.9293
GPIHBP1,0.9293
PTPRN2,0.9293
LSR,0.9293
MEG3,0.9293
ING1,0.9293
BAGE3,0.9293
LARP1B,0.9293
XG,0.9293
FAM187B,0.9293
SMAD5,0.9293
ABI1,0.9293
OS9,0.9293
DDX25,0.9293
ZNF404,0.9293
MBIP,0.9293
CYBRD1,0.9293
POLR2J4,0.9293
CXorf21,0.9293
HK1,0.9293
CBWD6,0.9293
COX18,0.9293
STEAP2,0.9293
PRRT3,0.9293
NDUFS4,0.9293
SRSF7,0.9293
ACTA1,0.9293
DUSP26,0.9293
EP400,0.9293
SMCO4,0.9293
ICAM5,0.9293
ZBTB7B,0.9293
ZFY,0.9293
SP3,0.9293
C19orf70,0.9293
RPS15A,0.9293
LOXL2,0.9293
DYX1C1,0.9293
KCNA10,0.9293
ASB17,0.9293
PPP2R3A,0.9293
DYNLT1,0.9293
CER1,0.9293
RPS4Y1,0.9293
BPIFB6,0.9293
POT1,0.9293
DSG2,0.9293
LINC00561,0.9293
MCHR1,0.9293
MRPS33,0.9294
C1orf111,0.9294
KCNK3,0.9294
MCCC2,0.9295
ARHGDIG,0.9295
PSMA3,0.9296
WDR92,0.9296
LINC00499,0.9296
LOC101928766,0.9296
CD14,0.9297
KMO,0.9297
LOC100507073,0.9297
ZNF623,0.9297
CBFB,0.9297
RHAG,0.9297
FANCM,0.9298
PRKCH,0.9299
DCUN1D5,0.9299
OR13H1,0.9299
ZNF623,0.9299
MAOB,0.9299
C20orf187,0.93
EXOC1,0.9301
HABP2,0.9301
PTH2,0.9301
NMI,0.9302
TMEM71,0.9302
IDNK,0.9302
HEATR9,0.9302
ANKRD34C,0.9302
YBEY,0.9302
IL15RA,0.9302
ARAP2,0.9302
LINC01605,0.9302
PXYLP1,0.9302
METRN,0.9302
SSX4,0.9302
HDAC3,0.9302
PAX1,0.9302
RELL2,0.9303
ZNF652,0.9303
ADCY1,0.9303
POU6F2-AS1,0.9304
HDLBP,0.9304
MAP4K4,0.9304
OR4X2,0.9304
TMPRSS7,0.9304
BCL9,0.9304
CCR3,0.9304
PROK2,0.9304
ANKS1B,0.9304
PTGES,0.9304
MAGEC3,0.9304
TTC19,0.9304
XAGE2,0.9304
PTCHD4,0.9304
NELL2,0.9304
PRAMEF12,0.9304
ARHGAP11A,0.9304
ATP5G2,0.9304
CCNT2,0.9304
CD8B,0.9304
ST7L,0.9304
GSPT1,0.9304
PTGER1,0.9304
PARD6G,0.9305
LOC101927549,0.9305
PLEKHJ1,0.9305
MFSD14B,0.9305
GSTA4,0.9305
BCR,0.9305
PAK4,0.9306
GBA,0.9307
LTB,0.9308
SMAP1,0.9308
PAK5,0.9308
P2RY4,0.9308
AHNAK2,0.9308
ARSH,0.9308
CCL7,0.9308
LINC00493,0.9308
LRRC37B,0.9308
PGA5,0.9308
DCTN1,0.9308
CTNNB1,0.9309
FYTTD1,0.9309
ATP6V0A4,0.9309
SEPT7P2,0.9309
MRPL34,0.9309
FAXDC2,0.9309
SRPK2,0.9309
TYRO3,0.9309999999999999
XIRP1,0.9309999999999999
MFAP2,0.9309999999999999
PTBP2,0.9309999999999999
PKN2-AS1,0.9309999999999999
HCN3,0.9309999999999999
C10orf76,0.9311
ZNRF2P1,0.9311
CSF3R,0.9312
CACTIN,0.9312
ZNF146,0.9312
PRUNE1,0.9312
WHSC1,0.9312
DNAJC16,0.9312
PWRN2,0.9312
OR51A7,0.9312
NPFFR2,0.9312
GCSAML,0.9312
TCIRG1,0.9312
CSNK1A1L,0.9312
CELF2,0.9312
LY75,0.9312
LSM12,0.9312
TMEM70,0.9312
PARP12,0.9312
ARRDC2,0.9312
TAF7L,0.9312
FIGNL1,0.9312
PRB3,0.9312
ST5,0.9312
NUPL2,0.9312
MBD4,0.9312
SDHAP1,0.9312
AGMAT,0.9312
SNORA64,0.9312
LOC101929172,0.9312
APOA1,0.9312
UBTD2,0.9312
PNO1,0.9312
TP53I13,0.9312
PSMD13,0.9312
PTTG3P,0.9312
OR2A25,0.9312
POFUT2,0.9312
CDC16,0.9312
OSBPL3,0.9312
FAM78B,0.9312
TOB2P1,0.9312
ENAH,0.9312
FOXD4L3,0.9312
ZNF667,0.9312
GIPR,0.9312
KRTAP26-1,0.9312
SKA1,0.9312
HUS1B,0.9312
EPHA6,0.9312
TMEM161A,0.9312
RBM3,0.9312
GSDMB,0.9312
ANKK1,0.9312
H6PD,0.9312
CYSLTR1,0.9312
HMGN1,0.9312
MVP,0.9312
NGEF,0.9312
CACNB2,0.9312
RPUSD3,0.9312
PMS2CL,0.9312
MAGOHB,0.9312
TPM1,0.9312
DNAJB13,0.9313
PCYT1B,0.9313
GNG7,0.9313
TNFSF15,0.9313
ZNF544,0.9313
GTSE1,0.9313
TFAP2A,0.9313
MRPL22,0.9313
FANCG,0.9313
LINC01398,0.9313
WWP2,0.9313
MUC4,0.9313
ARRB2,0.9313
GAS2L3,0.9313
RBBP6,0.9313
WDR44,0.9313
COX17,0.9313
RGN,0.9313
TRAPPC2B,0.9313
MBNL1,0.9313
TSPYL2,0.9313
CHAC1,0.9313
DSTN,0.9313
N4BP2,0.9313
DPPA3,0.9313
DMP1,0.9313
DEFB127,0.9313
N4BP2L2,0.9313
S100A13,0.9313
SLC23A3,0.9313
GPR62,0.9314
COL19A1,0.9314
C6orf52,0.9314
PAK5,0.9314
CSRP3,0.9314
PMS2CL,0.9314
BRF2,0.9314
MADD,0.9314
TTTY6,0.9314
MOSPD3,0.9314
TEAD4,0.9314
HOXC13,0.9314
CCM2,0.9314
GLYCAM1,0.9314
KRT71,0.9315
KCNIP3,0.9315
SLITRK5,0.9315
DPYSL5,0.9315
PWWP2B,0.9315
GTF2IP1,0.9315
NCR3,0.9315
ZNF396,0.9315
SYNGR2,0.9315
THNSL1,0.9315
MUC4,0.9315
SPG21,0.9315
MCRIP1,0.9315
SLC15A2,0.9315
CCND1,0.9315
MDM1,0.9315
APAF1,0.9315
HIST1H4K,0.9315
AMDHD2,0.9315
SMN1,0.9315
SDK1,0.9315
PCDHAC1,0.9315
HDDC2,0.9315
CARD8,0.9315
LRRC36,0.9315
ACKR1,0.9315
FZD1,0.9315
SLC16A12,0.9315
LRRFIP2,0.9315
SAPCD2,0.9315
NPEPPS,0.9315
PAX3,0.9315
ARHGEF11,0.9315
NOP58,0.9315
LINC00599,0.9315
SLC8A3,0.9315
GPM6A,0.9315
IPO9,0.9315
SPTB,0.9315
MATN4,0.9318
CYP4F2,0.9318
LECT1,0.9319
TMPRSS6,0.9319
KRTAP4-1,0.9319
UGT3A1,0.9319
ZAR1L,0.9321
WFDC8,0.9321
GRIN1,0.9322
IL15RA,0.9322
SCG5,0.9322
TCEB3C,0.9322
ARNT2,0.9322
LRFN4,0.9322
LOC105370987,0.9322
FBXL15,0.9322
DHX15,0.9323
TAF1,0.9323
LOC105374820,0.9323
FAM47B,0.9323
CD9,0.9323
SART3,0.9323
AIM2,0.9323
ZNF626,0.9323
PYHIN1,0.9323
LOC100505715,0.9323
SH3YL1,0.9323
MTA2,0.9323
CCNB1,0.9323
KLHL7,0.9323
LINC00603,0.9323
COQ6,0.9323
NBPF9,0.9323
TNFSF12-TNFSF13,0.9323
MAN1C1,0.9323
EXD1,0.9323
ARF1,0.9323
DPH7,0.9323
HIPK1,0.9323
LINC00853,0.9323
CARD11,0.9323
ZNF7,0.9323
LOC102724096,0.9323
USP9X,0.9323
OR11A1,0.9323
RNF207,0.9323
SDHAP3,0.9323
PCDHA3,0.9323
SMN2,0.9323
OR6K6,0.9323
FOXO3,0.9323
MED14,0.9323
TRIM16,0.9323
SDHAF3,0.9323
LINC01101,0.9323
COX6C,0.9323
PROSC,0.9323
CSTA,0.9323
DPRXP4,0.9323
GLUL,0.9324
LOC105370613,0.9324
FHL3,0.9324
PER1,0.9324
GPD2,0.9324
HAUS3,0.9324
SIAH3,0.9324
DDX17,0.9324
LOC286154,0.9324
C2orf81,0.9324
TMEM129,0.9324
LIPK,0.9324
MEPE,0.9324
MANEA,0.9324
ECE2,0.9324
SLC22A8,0.9324
SCPEP1,0.9324
ALDOA,0.9324
FAM64A,0.9325
ACRBP,0.9325
THADA,0.9325
PPFIA1,0.9325
CAPZB,0.9325
ELP5,0.9325
PLK4,0.9325
PCDH11Y,0.9325
C17orf102,0.9325
CASP1,0.9325
TCF7,0.9325
RIT2,0.9325
LNPK,0.9325
OR10G4,0.9325
SIGMAR1,0.9325
HERPUD2,0.9325
NPIPB3,0.9325
HIST1H4B,0.9325
C1QL2,0.9325
IL7,0.9325
PPP2R2D,0.9325
CHRNA1,0.9325
PSMC3,0.9325
TROVE2,0.9325
AMOTL1,0.9325
ZBTB7A,0.9325
CLDN15,0.9325
NDUFB2,0.9325
SIRT2,0.9325
CCNYL1,0.9325
SPTB,0.9325
GRAMD4,0.9325
CCL21,0.9325
TMEM198B,0.9325
ZNF345,0.9325
TDG,0.9325
MRPL9,0.9325
KRT2,0.9325
MTSS1,0.9325
DNAJC17,0.9325
MRPL13,0.9325
SLC15A3,0.9325
C20orf181,0.9325
OR7E91P,0.9325
FAIM,0.9325
PABPC5,0.9325
ICAM4,0.9325
ZNF552,0.9325
CENPH,0.9325
TMA7,0.9325
EXD2,0.9325
TSHR,0.9325
MRPL46,0.9325
CAV3,0.9325
LINC00940,0.9325
SFPQ,0.9325
TCEAL2,0.9325
PITPNA,0.9325
AK5,0.9325
FAM220A,0.9325
FCN3,0.9325
BRI3,0.9325
METTL21C,0.9325
SDR16C5,0.9325
FCGR1B,0.9325
C1orf210,0.9325
ZNF562,0.9325
TMEM8B,0.9325
TNRC6A,0.9325
RFC4,0.9325
SATB2,0.9325
MMP23B,0.9325
CTNNAL1,0.9325
ZNF681,0.9325
MFN1,0.9325
KRIT1,0.9325
MRAP2,0.9325
WASH3P,0.9325
IGBP1,0.9325
SEC62,0.9325
YIPF4,0.9325
RCOR3,0.9325
DPP10-AS3,0.9325
EEF1E1,0.9325
ANP32C,0.9325
LINC01350,0.9325
TINF2,0.9325
NFATC4,0.9325
CTAG1B,0.9325
SMAD1,0.9325
LRRC4,0.9325
LRRCC1,0.9325
ABR,0.9325
BLNK,0.9325
WWC2,0.9325
MARCH10,0.9325
BATF2,0.9325
ERAP1,0.9325
BEST3,0.9325
TSGA10,0.9325
CYP2C8,0.9325
DEFB126,0.9325
ITCH-IT1,0.9325
UQCR10,0.9325
FANCD2,0.9325
UBE2A,0.9325
PAK4,0.9325
SPANXN4,0.9325
LINC01568,0.9325
UCN,0.9325
FNDC11,0.9325
APMAP,0.9325
PDYN,0.9325
CSN3,0.9325
IFRD2,0.9325
ARHGEF17,0.9325
FAM3B,0.9325
DHRS12,0.9325
PLA2G1B,0.9325
VMAC,0.9325
RPL26,0.9325
CD58,0.9325
BMP2K,0.9325
RNF24,0.9325
ANAPC4,0.9325
ZNF101,0.9326
SPOCK2,0.9326
EED,0.9326
SH2D2A,0.9326
PHF1,0.9326
STK26,0.9326
TPRX1,0.9326
AP5M1,0.9326
CCDC169,0.9326
ATXN7L3,0.9326
RECQL,0.9326
UNCX,0.9326
AZIN1,0.9326
ZC4H2,0.9326
MSL3P1,0.9326
TBX10,0.9326
BAG4,0.9326
ACSM5,0.9326
OR4F21,0.9326
SIAH1,0.9326
POU3F2,0.9326
NADK2,0.9326
LINC00382,0.9326
CPNE6,0.9326
PRPF31,0.9326
KCNQ3,0.9326
RORA,0.9326
SLC3A2,0.9326
PRAMEF1,0.9327
OR51S1,0.9327
PPP1R2P9,0.9327
