ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1881333	0.9477	5.82e-01	-0.5679617	-5.88592	-0.04650391		
ILMN_1796092	0.9477	5.82e-01	-0.5679421	-5.88593	-0.05467657	PRSS37	protease, serine 37
ILMN_1727992	0.9477	5.82e-01	-0.5678962	-5.88596	-0.06273981	FEZ1	fasciculation and elongation protein zeta 1
ILMN_1775171	0.9477	5.82e-01	-0.5678957	-5.88596	-0.06566765	WIPF2	WAS/WASL interacting protein family member 2
ILMN_1795552	0.9477	5.82e-01	0.5678678	-5.88597	0.05488501		
ILMN_1702763	0.9477	5.82e-01	-0.567837	-5.88599	-0.05648722	ZMYM1	zinc finger MYM-type containing 1
ILMN_1827668	0.9477	5.82e-01	0.5678003	-5.88601	0.04427174		
ILMN_1709032	0.9477	5.82e-01	-0.5677683	-5.88603	-0.0569599	FYCO1	FYVE and coiled-coil domain containing 1
ILMN_1823059	0.9477	5.82e-01	-0.5677206	-5.88606	-0.04531422		
ILMN_1665819	0.9477	5.82e-01	0.567667	-5.88609	0.06579537		
ILMN_2100574	0.9477	5.82e-01	0.567634	-5.8861	0.04590021	CRYGD	crystallin gamma D
ILMN_1721479	0.9477	5.82e-01	0.5675863	-5.88613	0.05448028		
ILMN_1810346	0.9477	5.82e-01	0.567494	-5.88618	0.06421655	SLC4A3	solute carrier family 4 member 3
ILMN_1661032	0.9477	5.82e-01	-0.5674819	-5.88619	-0.05804036		
ILMN_1699967	0.9477	5.82e-01	0.5674428	-5.88621	0.06718816		
ILMN_1699164	0.9477	5.82e-01	0.5674311	-5.88622	0.0589095		
ILMN_2148360	0.9477	5.82e-01	-0.5673983	-5.88624	-0.05153619	ADAM10	ADAM metallopeptidase domain 10
ILMN_1778985	0.9477	5.82e-01	0.5673959	-5.88624	0.04913545	PRMT9	protein arginine methyltransferase 9
ILMN_1896127	0.9477	5.82e-01	-0.567393	-5.88624	-0.05024903		
ILMN_1844353	0.9477	5.82e-01	0.5673787	-5.88625	0.04796754		
ILMN_1842943	0.9477	5.82e-01	0.5673671	-5.88626	0.0452621		
ILMN_1727098	0.9477	5.82e-01	-0.5673656	-5.88626	-0.05193642	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
ILMN_1734536	0.9477	5.82e-01	-0.5673241	-5.88628	-0.05106992		
ILMN_1671106	0.9477	5.83e-01	-0.5672317	-5.88633	-0.0498264	GJA4	gap junction protein alpha 4
ILMN_1715101	0.9477	5.83e-01	-0.5672266	-5.88634	-0.05106022		
ILMN_1706200	0.9477	5.83e-01	-0.5672193	-5.88634	-0.10365243	MED15	mediator complex subunit 15
ILMN_1746175	0.9477	5.83e-01	0.5672104	-5.88635	0.05648943	TNFSF4	tumor necrosis factor superfamily member 4
ILMN_1907187	0.9478	5.83e-01	0.5671067	-5.8864	0.04679156		
ILMN_1758057	0.9478	5.83e-01	-0.5670734	-5.88642	-0.06585081	TOR1AIP2	torsin 1A interacting protein 2
ILMN_1722016	0.9479	5.83e-01	0.5669922	-5.88647	0.0448749		
ILMN_1809708	0.9479	5.83e-01	-0.5668424	-5.88656	-0.05508471	KCTD21	potassium channel tetramerization domain containing 21
ILMN_1665334	0.9479	5.83e-01	-0.566829	-5.88656	-0.05043212		
ILMN_2390435	0.9479	5.83e-01	0.566828	-5.88656	0.05943277	LHX3	LIM homeobox 3
ILMN_2130441	0.9479	5.83e-01	-0.5668022	-5.88658	-0.07761446	HLA-H	major histocompatibility complex, class I, H (pseudogene)
ILMN_1766950	0.9479	5.83e-01	0.5667669	-5.8866	0.05582772	PCDHB13	protocadherin beta 13
ILMN_1683479	0.948	5.83e-01	-0.5666976	-5.88664	-0.05483058	CD34	CD34 molecule
ILMN_2277426	0.948	5.83e-01	0.5666529	-5.88666	0.04628975	LCK	LCK proto-oncogene, Src family tyrosine kinase
ILMN_1687397	0.948	5.83e-01	0.5666329	-5.88667	0.04967322		
ILMN_1657332	0.9481	5.83e-01	0.5665165	-5.88674	0.05628372	CCDC85B	coiled-coil domain containing 85B
ILMN_1700935	0.9481	5.83e-01	0.5664328	-5.88679	0.04868577	HAS2	hyaluronan synthase 2
ILMN_1799053	0.9481	5.83e-01	-0.566414	-5.8868	-0.05213782	PLET1	placenta expressed transcript 1
ILMN_1709538	0.9481	5.83e-01	0.5664139	-5.8868	0.06352561	RTEL1	regulator of telomere elongation helicase 1
ILMN_1694517	0.9481	5.83e-01	-0.5663938	-5.88681	-0.05475036		
ILMN_2064655	0.9481	5.83e-01	-0.5663918	-5.88681	-0.04670675	CXorf40A	chromosome X open reading frame 40A
ILMN_1796928	0.9481	5.83e-01	0.5663596	-5.88683	0.05032448	BPIFB2	BPI fold containing family B member 2
ILMN_1721290	0.9481	5.83e-01	-0.5663256	-5.88685	-0.0545486		
ILMN_1911285	0.9481	5.83e-01	-0.5662485	-5.88689	-0.0528674		
ILMN_1747396	0.9481	5.83e-01	-0.5661721	-5.88694	-0.05907334		
ILMN_1666985	0.9481	5.83e-01	-0.566159	-5.88694	-0.04798195		
ILMN_1748473	0.9481	5.83e-01	0.5661418	-5.88695	0.06307041	GIMAP4	GTPase, IMAP family member 4
ILMN_1775285	0.9482	5.83e-01	0.5660779	-5.88699	0.06818698	ATP13A5	ATPase 13A5
ILMN_1746652	0.9483	5.83e-01	0.5659489	-5.88706	0.04965318	UNC93A	unc-93 homolog A (C. elegans)
ILMN_1663407	0.9483	5.83e-01	0.5659208	-5.88708	0.05456099	SURF1	surfeit 1
ILMN_1898681	0.9483	5.83e-01	-0.5659125	-5.88708	-0.05450751		
ILMN_1840654	0.9484	5.83e-01	0.5657685	-5.88717	0.05389286		
ILMN_1688853	0.9484	5.84e-01	0.5657127	-5.8872	0.04632007	ZBTB9	zinc finger and BTB domain containing 9
ILMN_1730514	0.9484	5.84e-01	0.5656521	-5.88723	0.04526744		
ILMN_1852553	0.9484	5.84e-01	-0.5656468	-5.88723	-0.05405759	LOC101928134	uncharacterized LOC101928134
ILMN_2210199	0.9485	5.84e-01	-0.5655781	-5.88727	-0.04811484	NLGN4Y	neuroligin 4, Y-linked
ILMN_1824117	0.9485	5.84e-01	0.5655425	-5.88729	0.05649984		
ILMN_1701120	0.9485	5.84e-01	-0.5654994	-5.88732	-0.04700341	BCL2	BCL2, apoptosis regulator
ILMN_1721685	0.9485	5.84e-01	-0.5654854	-5.88733	-0.05904817		
ILMN_1685856	0.9485	5.84e-01	0.5654254	-5.88736	0.0524288	FAM92A1	family with sequence similarity 92 member A1
ILMN_2201413	0.9485	5.84e-01	-0.5653419	-5.88741	-0.04903753	SLC37A2	solute carrier family 37 member 2
ILMN_1774044	0.9485	5.84e-01	-0.5653159	-5.88742	-0.04938181		
ILMN_1783535	0.9485	5.84e-01	0.5652946	-5.88743	0.0524989		
ILMN_1797293	0.9485	5.84e-01	-0.5652707	-5.88745	-0.06466318	SIGLEC15	sialic acid binding Ig like lectin 15
ILMN_1683355	0.9485	5.84e-01	0.5652077	-5.88748	0.05870969	LRSAM1	leucine rich repeat and sterile alpha motif containing 1
ILMN_1768049	0.9485	5.84e-01	0.5651857	-5.8875	0.04826981	FOXP3	forkhead box P3
ILMN_1797155	0.9485	5.84e-01	-0.5651846	-5.8875	-0.09813261	C17orf75	chromosome 17 open reading frame 75
ILMN_1655740	0.9485	5.84e-01	-0.5651822	-5.8875	-0.07187901	SNAI2	snail family transcriptional repressor 2
ILMN_2285802	0.9485	5.84e-01	0.5651098	-5.88754	0.05518939	SEC14L1	SEC14 like lipid binding 1
ILMN_2195138	0.9485	5.84e-01	0.5650544	-5.88757	0.05807634	SAMD11	sterile alpha motif domain containing 11
ILMN_1897094	0.9485	5.84e-01	-0.565048	-5.88757	-0.0539517		
ILMN_1897340	0.9485	5.84e-01	0.5650271	-5.88759	0.05361572		
ILMN_2143822	0.9485	5.84e-01	0.564985	-5.88761	0.11107792	ZNF148	zinc finger protein 148
ILMN_1884026	0.9485	5.84e-01	-0.5649503	-5.88763	-0.0565667		
ILMN_1911713	0.9485	5.84e-01	-0.5649377	-5.88764	-0.06236204		
ILMN_1900083	0.9485	5.84e-01	0.5649369	-5.88764	0.0442596		
ILMN_1664574	0.9485	5.84e-01	-0.5649068	-5.88765	-0.05157237		
ILMN_1668453	0.9485	5.84e-01	-0.5648704	-5.88768	-0.05675507	TRIM36	tripartite motif containing 36
ILMN_2247842	0.9485	5.84e-01	-0.5648586	-5.88768	-0.05401053	TGIF1	TGFB induced factor homeobox 1
ILMN_1853170	0.9485	5.84e-01	0.5648054	-5.88771	0.05475656		
ILMN_1880086	0.9485	5.84e-01	-0.5647804	-5.88773	-0.07232271		
ILMN_2164152	0.9485	5.84e-01	-0.5647414	-5.88775	-0.04793439	ENPEP	glutamyl aminopeptidase
ILMN_1861866	0.9485	5.84e-01	-0.5647116	-5.88777	-0.06712473		
ILMN_2110281	0.9485	5.84e-01	0.5647042	-5.88777	0.07204598	UFC1	ubiquitin-fold modifier conjugating enzyme 1
ILMN_1906347	0.9485	5.84e-01	-0.5646686	-5.88779	-0.04833177		
ILMN_1783717	0.9486	5.84e-01	-0.5645439	-5.88786	-0.05906613		
ILMN_1729580	0.9486	5.84e-01	-0.5644561	-5.88791	-0.05890043	NUDT9	nudix hydrolase 9
ILMN_1824933	0.9486	5.84e-01	0.5644496	-5.88791	0.05139565		
ILMN_1881987	0.9486	5.84e-01	0.5644253	-5.88793	0.04532837	BACE2-IT1///PLAC4	BACE2 intronic transcript 1///placenta specific 4
ILMN_1846499	0.9486	5.84e-01	-0.5643344	-5.88798	-0.04923318		
ILMN_1675507	0.9486	5.84e-01	0.5643217	-5.88799	0.05180456	AKAP2	A-kinase anchoring protein 2
ILMN_1675210	0.9486	5.84e-01	0.5643182	-5.88799	0.07491158	ADAM22	ADAM metallopeptidase domain 22
ILMN_1752144	0.9486	5.84e-01	-0.5642906	-5.888	-0.04606552		
ILMN_1725644	0.9486	5.84e-01	-0.5642876	-5.88801	-0.05994296	UBE2D2	ubiquitin conjugating enzyme E2 D2
ILMN_1826946	0.9486	5.84e-01	-0.5642811	-5.88801	-0.05621968		
ILMN_1665547	0.9486	5.84e-01	0.5642084	-5.88805	0.05596168	CADPS	calcium dependent secretion activator
ILMN_1857355	0.9487	5.85e-01	-0.5640651	-5.88813	-0.05673729		
ILMN_1865112	0.9487	5.85e-01	0.5640444	-5.88814	0.05291778		
ILMN_1737850	0.9487	5.85e-01	-0.5640142	-5.88816	-0.04780151	TBC1D28	TBC1 domain family member 28
ILMN_1801866	0.9487	5.85e-01	-0.5640096	-5.88816	-0.11945249	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_1685124	0.9488	5.85e-01	0.5639283	-5.88821	0.05455834	TCTN1	tectonic family member 1
ILMN_1677497	0.9488	5.85e-01	0.5638961	-5.88823	0.05080202	STAB2	stabilin 2
ILMN_2138019	0.9488	5.85e-01	-0.5638789	-5.88824	-0.04952415	HEPACAM	hepatic and glial cell adhesion molecule
ILMN_1802347	0.9488	5.85e-01	-0.5638616	-5.88825	-0.05794639	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)
ILMN_2354334	0.9488	5.85e-01	0.5638299	-5.88826	0.08778372	ATXN2L	ataxin 2 like
ILMN_1799996	0.9488	5.85e-01	0.5637476	-5.88831	0.05379304	DHH	desert hedgehog
ILMN_1689438	0.9489	5.85e-01	0.5636582	-5.88836	0.0522933	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
ILMN_1800152	0.9489	5.85e-01	0.5636439	-5.88837	0.05054412	MAVS	mitochondrial antiviral signaling protein
ILMN_1899686	0.9489	5.85e-01	-0.5635285	-5.88843	-0.05945409		
ILMN_1803531	0.9489	5.85e-01	0.5634846	-5.88846	0.04515478		
ILMN_1799826	0.9489	5.85e-01	-0.5634844	-5.88846	-0.06339723		
ILMN_2274199	0.9489	5.85e-01	-0.5634487	-5.88848	-0.07707068	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
ILMN_1742968	0.9489	5.85e-01	-0.5634222	-5.88849	-0.04983358	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
ILMN_1707951	0.9489	5.85e-01	0.5634133	-5.8885	0.06294425		
ILMN_1669443	0.9489	5.85e-01	-0.5633796	-5.88852	-0.04602866		
ILMN_2359733	0.9489	5.85e-01	0.5633183	-5.88855	0.04560609	IL1F10	interleukin 1 family member 10 (theta)
ILMN_1769547	0.9489	5.85e-01	-0.5633175	-5.88855	-0.06796441	DIO1	deiodinase, iodothyronine type I
ILMN_1773201	0.9489	5.85e-01	-0.5632772	-5.88858	-0.05254257		
ILMN_1713542	0.9489	5.85e-01	0.5632346	-5.8886	0.05451287	TRIM14	tripartite motif containing 14
ILMN_1874037	0.9489	5.85e-01	0.5631782	-5.88863	0.05692197		
ILMN_1787951	0.9489	5.85e-01	0.5631385	-5.88866	0.05197977	IFT22	intraflagellar transport 22
ILMN_1869588	0.9489	5.85e-01	-0.5630776	-5.88869	-0.05715714		
ILMN_1818006	0.9489	5.85e-01	-0.5630653	-5.8887	-0.04748434		
ILMN_1694259	0.9489	5.85e-01	-0.5630506	-5.88871	-0.05874476	NSA2	NSA2, ribosome biogenesis homolog
ILMN_1799698	0.9489	5.85e-01	0.5630121	-5.88873	0.04824321		
ILMN_1704472	0.9489	5.85e-01	0.5630073	-5.88873	0.04683294	EID2	EP300 interacting inhibitor of differentiation 2
ILMN_1913747	0.9489	5.85e-01	0.5629825	-5.88874	0.05064909		
ILMN_1772383	0.9489	5.85e-01	-0.5629599	-5.88876	-0.05588696	ITPRIPL1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1
ILMN_1823382	0.9489	5.85e-01	0.5629593	-5.88876	0.05604202		
ILMN_1708947	0.9489	5.85e-01	-0.562957	-5.88876	-0.05019536		
ILMN_1878282	0.9489	5.85e-01	-0.5629456	-5.88876	-0.05495826	PABPC1L2B-AS1	PABPC1L2B antisense RNA 1 (head to head)
ILMN_1766983	0.9489	5.85e-01	-0.5628824	-5.8888	-0.08993042	FBXW11	F-box and WD repeat domain containing 11
ILMN_1661516	0.9489	5.85e-01	0.5627604	-5.88887	0.05619859	POLR2J3	RNA polymerase II subunit J3
ILMN_2358134	0.9489	5.85e-01	-0.562712	-5.8889	-0.0589878	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
ILMN_1687743	0.9489	5.85e-01	0.5627055	-5.8889	0.07213738	BTBD7	BTB domain containing 7
ILMN_1680016	0.9489	5.86e-01	-0.5626409	-5.88894	-0.06888358	SLCO1A2	solute carrier organic anion transporter family member 1A2
ILMN_1742381	0.9489	5.86e-01	0.562617	-5.88895	0.05224539		
ILMN_1706225	0.9489	5.86e-01	-0.5625982	-5.88896	-0.04994445	N4BP1	NEDD4 binding protein 1
ILMN_1791533	0.9489	5.86e-01	0.562566	-5.88898	0.06043974		
ILMN_1818349	0.9489	5.86e-01	0.5625251	-5.889	0.06005777		
ILMN_2306631	0.9489	5.86e-01	-0.5625188	-5.88901	-0.04407213	SP8	Sp8 transcription factor
ILMN_2299862	0.9489	5.86e-01	0.562513	-5.88901	0.05097204	KCNH1	potassium voltage-gated channel subfamily H member 1
ILMN_1740449	0.9489	5.86e-01	-0.5624431	-5.88905	-0.04985936		
ILMN_2403823	0.9489	5.86e-01	-0.5624307	-5.88906	-0.05244913	ZMYM2	zinc finger MYM-type containing 2
ILMN_1784218	0.9489	5.86e-01	-0.562427	-5.88906	-0.05714781	DDX23	DEAD-box helicase 23
ILMN_2341952	0.9489	5.86e-01	-0.562416	-5.88906	-0.06457363	MRPL35	mitochondrial ribosomal protein L35
ILMN_1664736	0.9489	5.86e-01	0.5623599	-5.8891	0.04668318		
ILMN_1807610	0.9489	5.86e-01	0.5622064	-5.88918	0.04951037	PRPH2	peripherin 2
ILMN_1699805	0.9489	5.86e-01	-0.5621995	-5.88919	-0.04741198		
ILMN_1847836	0.9489	5.86e-01	-0.5621972	-5.88919	-0.04857074		
ILMN_1812392	0.9489	5.86e-01	0.562175	-5.8892	0.0588504	TMSB10	thymosin beta 10
ILMN_2366177	0.9489	5.86e-01	0.5621423	-5.88922	0.0606163	IFT122	intraflagellar transport 122
ILMN_1736729	0.9489	5.86e-01	0.5620683	-5.88926	0.06531896	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1751120	0.9489	5.86e-01	0.5619296	-5.88934	0.0609175	HIST1H4H	histone cluster 1, H4h
ILMN_1756125	0.9489	5.86e-01	-0.5619145	-5.88935	-0.05175495	H1FNT	H1 histone family member N, testis specific
ILMN_1767362	0.9489	5.86e-01	0.5619045	-5.88935	0.06093197	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
ILMN_1679339	0.9489	5.86e-01	-0.561868	-5.88937	-0.04852848	C3orf62	chromosome 3 open reading frame 62
ILMN_1858933	0.9489	5.86e-01	0.5618664	-5.88937	0.04745961		
ILMN_1910631	0.9489	5.86e-01	0.5618625	-5.88938	0.05228373		
ILMN_1876107	0.9489	5.86e-01	0.5618619	-5.88938	0.04671362	LOC101928807	uncharacterized LOC101928807
ILMN_1654493	0.9489	5.86e-01	0.5618461	-5.88939	0.0545451		
ILMN_1740276	0.9489	5.86e-01	0.5618023	-5.88941	0.04948452	CLDN9	claudin 9
ILMN_1723984	0.9489	5.86e-01	-0.5617984	-5.88941	-0.04971366	PILRB	paired immunoglobin-like type 2 receptor beta
ILMN_1853681	0.9489	5.86e-01	-0.5617795	-5.88942	-0.07307885		
ILMN_1783392	0.9489	5.86e-01	0.5617704	-5.88943	0.05481263	BTN2A1	butyrophilin subfamily 2 member A1
ILMN_2387680	0.9489	5.86e-01	-0.5616984	-5.88947	-0.04964633	VNN3	vanin 3
ILMN_1662192	0.9489	5.86e-01	-0.5616964	-5.88947	-0.07230155	ZNF248	zinc finger protein 248
ILMN_1795435	0.9489	5.86e-01	0.5616586	-5.88949	0.09014877	ZNF264	zinc finger protein 264
ILMN_1791144	0.9489	5.86e-01	0.5616126	-5.88952	0.08257189		
ILMN_1802418	0.9489	5.86e-01	0.5616064	-5.88952	0.04761437	SDC3	syndecan 3
ILMN_1738987	0.9489	5.86e-01	0.5615668	-5.88954	0.05298663	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
ILMN_1738263	0.9489	5.86e-01	0.5615546	-5.88955	0.06073965	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
ILMN_1904757	0.9489	5.86e-01	-0.5614853	-5.88959	-0.05776358		
ILMN_1766264	0.9489	5.86e-01	0.5614727	-5.8896	0.04787632	PI16	peptidase inhibitor 16
ILMN_1769503	0.9489	5.86e-01	-0.5614685	-5.8896	-0.04619551	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase
ILMN_1849192	0.9489	5.86e-01	-0.5614278	-5.88962	-0.05857926	LOC100506691	uncharacterized LOC100506691
ILMN_2062271	0.9489	5.86e-01	-0.5614079	-5.88963	-0.05097084	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
ILMN_1897968	0.9489	5.86e-01	0.561385	-5.88965	0.06233846		
ILMN_1892514	0.9489	5.86e-01	0.5613501	-5.88966	0.05957072		
ILMN_1699015	0.9489	5.86e-01	0.5612767	-5.88971	0.05701612	H3F3A	H3 histone, family 3A
ILMN_1746502	0.9489	5.86e-01	-0.5612227	-5.88974	-0.04586471		
ILMN_1678618	0.9489	5.86e-01	-0.5612195	-5.88974	-0.05937426	ELAVL3	ELAV like neuron-specific RNA binding protein 3
ILMN_1783204	0.9489	5.86e-01	0.5611774	-5.88976	0.05225757		
ILMN_1841564	0.9489	5.86e-01	0.5611514	-5.88978	0.05310495		
ILMN_2107519	0.9489	5.87e-01	0.561057	-5.88983	0.05589193	OR5D18	olfactory receptor family 5 subfamily D member 18
ILMN_1734190	0.9489	5.87e-01	-0.5610487	-5.88983	-0.0588271	TCEAL3	transcription elongation factor A like 3
ILMN_1682316	0.9489	5.87e-01	-0.5610429	-5.88984	-0.05304094	TRIM33	tripartite motif containing 33
ILMN_1863236	0.9489	5.87e-01	-0.5610064	-5.88986	-0.06199326		
ILMN_1873412	0.9489	5.87e-01	0.5609448	-5.88989	0.04997368	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
ILMN_1710192	0.9489	5.87e-01	0.5609336	-5.8899	0.06456617		
ILMN_1851959	0.9489	5.87e-01	0.5609272	-5.8899	0.04714899		
ILMN_1843249	0.9489	5.87e-01	-0.5609253	-5.8899	-0.06470672		
ILMN_1706305	0.9489	5.87e-01	-0.560918	-5.88991	-0.05229497	COX16	COX16, cytochrome c oxidase assembly homolog
ILMN_2397602	0.9489	5.87e-01	0.5608722	-5.88993	0.05321263	ERBB3	erb-b2 receptor tyrosine kinase 3
ILMN_1845128	0.9489	5.87e-01	-0.5608189	-5.88996	-0.04690677		
ILMN_1746928	0.9489	5.87e-01	-0.5607623	-5.89	-0.04398406	TMPRSS11D	transmembrane protease, serine 11D
ILMN_1805930	0.9489	5.87e-01	-0.5607418	-5.89001	-0.0528083	CSF1	colony stimulating factor 1
ILMN_1682565	0.9489	5.87e-01	-0.560736	-5.89001	-0.05047474		
ILMN_2354953	0.9489	5.87e-01	0.5607186	-5.89002	0.05952169	NQO1	NAD(P)H quinone dehydrogenase 1
ILMN_1653098	0.9489	5.87e-01	0.5606931	-5.89003	0.05759817	SLC30A4	solute carrier family 30 member 4
ILMN_1708790	0.9489	5.87e-01	-0.5606925	-5.89004	-0.04849335	CA6	carbonic anhydrase 6
ILMN_1881237	0.9489	5.87e-01	0.5606856	-5.89004	0.04748887		
ILMN_1745651	0.9489	5.87e-01	0.5606372	-5.89007	0.05193837	OR1Q1	olfactory receptor family 1 subfamily Q member 1
ILMN_1756088	0.9489	5.87e-01	-0.5606024	-5.89009	-0.05148091	DMRTC1B	DMRT like family C1B
ILMN_1691472	0.9489	5.87e-01	0.5605975	-5.89009	0.05049077		
ILMN_1796746	0.9489	5.87e-01	0.5605955	-5.89009	0.06085465	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
ILMN_2270299	0.9489	5.87e-01	0.5605931	-5.89009	0.05286764	TP53BP2	tumor protein p53 binding protein 2
ILMN_1748601	0.9489	5.87e-01	-0.5605817	-5.8901	-0.04874002	CD8B	CD8b molecule
ILMN_1660661	0.9489	5.87e-01	0.5605785	-5.8901	0.09150356	TCP1	t-complex 1
ILMN_1788131	0.9489	5.87e-01	-0.56055	-5.89012	-0.04814284	CYP26A1	cytochrome P450 family 26 subfamily A member 1
ILMN_1666891	0.9489	5.87e-01	-0.560544	-5.89012	-0.06535643		
ILMN_1658937	0.9489	5.87e-01	0.5605311	-5.89013	0.04963994		
ILMN_1888740	0.9489	5.87e-01	-0.5605157	-5.89013	-0.04684424	LINC01495	long intergenic non-protein coding RNA 1495
ILMN_1854030	0.949	5.87e-01	-0.5604125	-5.89019	-0.05008645		
ILMN_2087931	0.949	5.87e-01	0.5603658	-5.89022	0.04756076	CNGA4	cyclic nucleotide gated channel alpha 4
ILMN_1678810	0.949	5.87e-01	0.5603547	-5.89023	0.09305057		
ILMN_2284496	0.949	5.87e-01	-0.5602935	-5.89026	-0.04883432	STK31	serine/threonine kinase 31
ILMN_1850991	0.9491	5.87e-01	-0.5601831	-5.89032	-0.05204224	LOC101927066	uncharacterized LOC101927066
ILMN_2390472	0.9492	5.87e-01	-0.5599582	-5.89045	-0.05899148	TTC14	tetratricopeptide repeat domain 14
ILMN_1766706	0.9492	5.87e-01	0.5598917	-5.89049	0.0472675		
ILMN_2051113	0.9492	5.87e-01	0.5598855	-5.89049	0.05703469	MYH1	myosin heavy chain 1
ILMN_1662964	0.9492	5.87e-01	-0.5598337	-5.89052	-0.06209581	PRMT3	protein arginine methyltransferase 3
ILMN_1716276	0.9492	5.87e-01	0.5598144	-5.89053	0.04621033	CCL4L1	C-C motif chemokine ligand 4 like 1
ILMN_1737380	0.9492	5.87e-01	-0.5597954	-5.89054	-0.05139654		
ILMN_2182335	0.9492	5.87e-01	0.5597698	-5.89055	0.052658	ARID2	AT-rich interaction domain 2
ILMN_1704377	0.9492	5.87e-01	0.5597606	-5.89056	0.04992401	USP27X	ubiquitin specific peptidase 27, X-linked
ILMN_1905807	0.9492	5.87e-01	0.5597053	-5.89059	0.05036953		
ILMN_1719993	0.9492	5.87e-01	0.5596649	-5.89061	0.05476561	GOLGA6L9	golgin A6 family-like 9
ILMN_1680015	0.9492	5.87e-01	-0.559655	-5.89062	-0.04709239	VSX1	visual system homeobox 1
ILMN_1707491	0.9492	5.88e-01	0.5596006	-5.89065	0.04717428		
ILMN_2363141	0.9492	5.88e-01	-0.5595715	-5.89067	-0.04578921	PAGE5	PAGE family member 5
ILMN_1871732	0.9492	5.88e-01	-0.5595623	-5.89067	-0.07267608		
ILMN_2237211	0.9492	5.88e-01	0.5595496	-5.89068	0.06446071	NXPH4	neurexophilin 4
ILMN_1914355	0.9492	5.88e-01	0.5595449	-5.89068	0.05262335		
ILMN_2331121	0.9492	5.88e-01	0.5595352	-5.89069	0.04842018		
ILMN_1770358	0.9492	5.88e-01	-0.5595342	-5.89069	-0.0559263		
ILMN_1809382	0.9493	5.88e-01	0.5593927	-5.89077	0.05318651	KRTAP4-11	keratin associated protein 4-11
ILMN_1669015	0.9493	5.88e-01	-0.5593173	-5.89081	-0.04888515	XPNPEP1	X-prolyl aminopeptidase 1
ILMN_1908944	0.9493	5.88e-01	-0.559283	-5.89083	-0.05823707		
ILMN_2076415	0.9493	5.88e-01	-0.5592163	-5.89087	-0.08185549	TBCCD1	TBCC domain containing 1
ILMN_1759464	0.9493	5.88e-01	-0.5591638	-5.89089	-0.05133134	SPRTN	SprT-like N-terminal domain
ILMN_1739155	0.9493	5.88e-01	-0.5591464	-5.8909	-0.05017937	OR9A4	olfactory receptor family 9 subfamily A member 4
ILMN_1885740	0.9493	5.88e-01	0.559103	-5.89093	0.04898556		
ILMN_1660108	0.9493	5.88e-01	0.5590147	-5.89098	0.04964139		
ILMN_1732143	0.9493	5.88e-01	-0.5589604	-5.89101	-0.06056214		
ILMN_1900987	0.9493	5.88e-01	-0.5589548	-5.89101	-0.04872954		
ILMN_2137536	0.9493	5.88e-01	-0.5589499	-5.89101	-0.07047463	ZZZ3	zinc finger ZZ-type containing 3
ILMN_1661593	0.9493	5.88e-01	-0.5589351	-5.89102	-0.05513173	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ILMN_1821519	0.9493	5.88e-01	-0.5589195	-5.89103	-0.05946105		
ILMN_1896554	0.9493	5.88e-01	-0.5589014	-5.89104	-0.05116929		
ILMN_1807971	0.9493	5.88e-01	0.5588811	-5.89105	0.04841712		
ILMN_1674541	0.9493	5.88e-01	0.5588656	-5.89106	0.04608776	KIRREL3	kin of IRRE like 3 (Drosophila)
ILMN_1893247	0.9493	5.88e-01	-0.558855	-5.89107	-0.06080532		
ILMN_1780613	0.9493	5.88e-01	0.5588079	-5.89109	0.04514878	RSPH10B	radial spoke head 10 homolog B
ILMN_1743137	0.9493	5.88e-01	0.5587959	-5.8911	0.05478586	PRRC2C	proline rich coiled-coil 2C
ILMN_1869677	0.9493	5.88e-01	-0.5587871	-5.89111	-0.05945676		
ILMN_1680150	0.9493	5.88e-01	-0.5587728	-5.89111	-0.05436029	MTERF2	mitochondrial transcription termination factor 2
ILMN_1867234	0.9493	5.88e-01	-0.5587721	-5.89111	-0.05521961		
ILMN_1766920	0.9493	5.88e-01	-0.5587554	-5.89112	-0.04688462		
ILMN_1865206	0.9493	5.88e-01	-0.5587066	-5.89115	-0.05678646		
ILMN_1689220	0.9493	5.88e-01	0.5587008	-5.89115	0.04777128	IQCE	IQ motif containing E
