Gene Symbol	Gene ID	
NCBP2	22916	
POP1	10940	
LMO4	8543	
MFNG	4242	
GTF3A	2971	
SGF29	112869	
NPC1	4864	
CHAT	1103	
B3GALNT1	8706	
STRADA	92335	
ZBED6CL	113763	
ACSL4	2182	
SMAD7	4092	
IRF9	10379	
CAPN13	92291	
DLEC1	9940	
KMT2E	55904	
FXR1	8087	
GBE1	2632	
PPM1B	5495	
SPRY1	10252	
ANGPTL4	51129	
SUCLA2	8803	
SCOC	60592	
SSU72	29101	
C3	718	
ECHDC3	79746	
ZNF646	9726	
MAGEA11	4110	
LHFP	10186	
SYNE1	23345	
ASRGL1	80150	
HILPDA	29923	
TUBB4B	10383	
FDFT1	2222	
SNX10	29887	
JSRP1	126306	
D2HGDH	728294	
CASZ1	54897	
AFM	173	
RPL39L	116832	
SPINK13	153218	
HAUS8	93323	
FNDC4	64838	
ZC3HAV1L	92092	
ADPRH	141	
KDELC1	79070	
USP2	9099	
OR5AU1	390445	
COX19	90639	
TRPV3	162514	
GTF2IRD2B	389524	
PLPPR1	54886	
MCM4	4173	
ADAT2	134637	
PGK1	5230	
PAGR1	79447	
SOD2	6648	
MTFP1	51537	
PVRIG	79037	
ANXA2	302	
RPL23AP32	56969	
PIFO	128344	
PARD6A	50855	
LMO3	55885	
FIGN	55137	
ZNF30	90075	
FAM127B	26071	
ZFAT	57623	
TNFRSF9	3604	
CACNB1	782	
SQRDL	-	
CNBD2	140894	
AKAP12	9590	
REC8	9985	
MON2	23041	
RPL37A	6168	
RDH12	145226	
RGS3	5998	
FAM86C1	-	
SYNC	81493	
PTPN5	84867	
PGK1	5230	
SLC15A4	121260	
CCND3	896	
MTPN	136319	
ABHD12B	145447	
ID2	3398	
CFB	629	
ACO2	50	
ZNF365	22891	
ENO1	2023	
PRPS1	5631	
RMND5A	64795	
STARD13	90627	
CUBN	8029	
NUDC	10726	
PHLDA2	7262	
IFI6	2537	
IL36B	27177	
HORMAD1	84072	
FAM189A1	23359	
RXRB	6257	
KIAA0556	23247	
JKAMP	51528	
FGF12	2257	
GDI2	2665	
TRIM13	10206	
ANKS1A	23294	
LOC101927851	101927851	
PDXK	8566	
DIXDC1	85458	
MAP3K7	6885	
GAMT	2593	
RAB32	10981	
TWSG1	57045	
CCM2L	140706	
SSX1	6756	
ECH1	1891	
SEC31B	25956	
LPIN2	9663	
PRR5L	79899	
CREB1	1385	
CPSF6	11052	
UGT8	7368	
VAT1	10493	
MAP2K3	5606	
OR11H12	440153	
SNHG15	285958	
CHSY3	337876	
PITX3	5309	
ZNF768	79724	
KRCC1	51315	
CRTC2	200186	
FUT3	2525	
TPD52L3	89882	
CBX2	84733	
ZSCAN31	64288	
POLE2	5427	
PARD3B	117583	
CAB39L	81617	
TMEM80	283232	
KCNG3	170850	
EFNA4	1945	
PCGF6	84108	
SLC25A42	284439	
THSD4	79875	
LRRC17	10234	
MYEOV	26579	
RARS2	57038	
SGSH	6448	
BIRC7	79444	
ANKRD22	118932	
PMP22	5376	
PAGR1	79447	
KDF1	126695	
PRIM1	5557	
PRMT6	55170	
AJAP1	55966	
IFIT1	3434	
DDX1	1653	
KLF10	7071	
RPL13P5	283345	
GIPC2	54810	
KRT10	3858	
ID1	3397	
RGS3	5998	
ERCC1	2067	
BBS12	166379	
ZNF202	7753	
SUMF2	25870	
JAKMIP2	9832	
EPHB1	2047	
G3BP1	10146	
FRMD5	84978	
PYCR2	29920	
C10orf53	282966	
COL27A1	85301	
CD99L2	83692	
POLR3H	171568	
C3orf14	57415	
EMP3	2014	
BFSP2	8419	
WNT7A	7476	
BIRC2	329	
FOXC2	2303	
ZSCAN32	54925	
HAO2	51179	
TRPM8	79054	
NRP2	8828	
CHEK2	11200	
DSG3	1830	
ZNF789	285989	
ADAMTS5	11096	
LARP6	55323	
BTBD16	118663	
EPHX1	2052	
PLEKHA2	59339	
ARL5A	26225	
ZNF616	90317	
AK8	158067	
PAGE4	9506	
DHRS7	51635	
KDELR3	11015	
FABP5	2171	
SLC41A3	54946	
MCM10	55388	
DNAJB12	54788	
C12orf76	400073	
FXYD2	486	
SLC9A6	10479	
C1orf74	148304	
SOST	50964	
NAP1L2	4674	
SLC25A28	81894	
OR6N1	128372	
KRT80	144501	
PSG2	5670	
S100A4	6275	
GEMIN4	50628	
SDF4	51150	
ERG	2078	
ECHDC2	55268	
ABHD11	83451	
OAS1	4938	
PGM3	5238	
CCDC58	131076	
SH2D6	284948	
NCK2	8440	
EPS15	2060	
IL17REL	400935	
IL25	64806	
FUT6	2528	
RABGEF1	27342	
IP6K1	9807	
SIVA1	10572	
EFHC2	80258	
PACS2	23241	
TMTC3	160418	
LOC101929759	101929759	
RNF7	9616	
C17orf97	400566	
RORA	6095	
MMADHC	27249	
CNN3	1266	
GRPEL1	80273	
EXPH5	23086	
IDH2	3418	
RAB23	51715	
FIBP	9158	
TRNP1	388610	
VCL	7414	
PCF11	51585	
TLN2	83660	
WDR36	134430	
CAMSAP2	23271	
SNTB1	6641	
BRCA1	672	
GRAMD3	65983	
OTOP1	133060	
TARS	6897	
FRAT2	23401	
CAMKMT	79823	
R3HDM1	23518	
FXYD2	486	
KDSR	2531	
F2R	2149	
GPAT2	150763	
AADAC	13	
RFWD3	55159	
CNTN1	1272	
SOX17	64321	
C6orf201	404220	
RNLS	55328	
BARHL2	343472	
TMEM132D	121256	
HSPB8	26353	
MYL6	4637	
DNAJB12	54788	
PRKAR1B	5575	
CD34	947	
RECK	8434	
RAB11FIP1	80223	
NUP98	4928	
TKTL1	8277	
PCMTD1	115294	
IFI6	2537	
TPTEP1	387590	
FGF19	9965	
DOCK10	55619	
CORO2A	7464	
VPS53	55275	
HHLA3	11147	
OR6N2	81442	
IL37	27178	
AK2	204	
ARSD	414	
F2RL1	2150	
IFITM5	387733	
CD84	8832	
GLYAT	10249	
PIGR	5284	
SLC30A7	148867	
MAPK1	5594	
UCHL5	51377	
ACLY	47	
SDHD	6392	
ALPK1	80216	
NCAPD2	9918	
KNL1	57082	
KIAA0753	9851	
MRPL21	219927	
RNGTT	8732	
SLF2	55719	
KRTAP5-9	3846	
FAM171B	165215	
G2E3	55632	
ZNF823	55552	
ANKRD20A1	84210	
MXRA7	439921	
GUCY1A3	-	
FAM107B	83641	
THYN1	29087	
RAB11FIP2	22841	
BTG2	7832	
SDSL	113675	
ANK3	288	
PKD2	5311	
SLC22A18	5002	
PMAIP1	5366	
GAPDH	2597	
SIVA1	10572	
RHBDL2	54933	
PNMA2	10687	
C15orf52	-	
UBE2L6	9246	
YY1	7528	
RGS4	5999	
GRB14	2888	
MTNR1A	4543	
MCOLN2	255231	
FDPSP2	619190	
WLS	79971	
CTSC	1075	
SLCO4A1	28231	
MRPL37	51253	
PARVB	29780	
NEK7	140609	
TNPO1	3842	
SERPINI1	5274	
SMPD1	6609	
SCN2A	6326	
DDIT4	54541	
BOLA2	552900	
PEX16	9409	
MFSD4A	148808	
DYNLRB1	83658	
ZNF280C	55609	
BANK1	55024	
LGMN	5641	
DCAKD	79877	
C9orf43	257169	
DYRK1B	9149	
UTS2R	2837	
TMPRSS2	7113	
S100A3	6274	
KIRREL2	84063	
ATP6V0A4	50617	
ZNF177	7730	
KCTD17	79734	
ADSS	159	
SALL1	6299	
LURAP1L	286343	
FBXW8	26259	
VOPP1	81552	
EPB41L5	57669	
HELLS	3070	
RBM38	55544	
HS3ST1	9957	
GRIA4	2893	
PTRH2	51651	
HPR	3250	
PIK3R2	5296	
SPIN4	139886	
NSUN5P1	155400	
CELF2-AS2	439950	
C3orf58	-	
RAD51C	5889	
PDGFRL	5157	
MTERF3	51001	
LINC00626	79100	
KRTAP17-1	83902	
MED16	10025	
SNORD25	9303	
SLC41A3	54946	
TOB1	10140	
VRK3	51231	
ERCC1	2067	
MCM10	55388	
ELK4	2005	
NIPAL3	57185	
TFEC	22797	
IFI44	10561	
C1QL4	338761	
CXXC1	30827	
GPAT3	84803	
CMTM4	146223	
MMP2	4313	
MTFP1	51537	
ZNF311	282890	
PFKFB3	5209	
LOC105374546	-	
L2HGDH	79944	
PDPK1	5170	
EFEMP2	30008	
CUL4A	8451	
DIMT1	27292	
CFAP126	257177	
MCM6	4175	
HNRNPL	3191	
AKTIP	64400	
UCN	7349	
FAM212B	-	
ABCA1	19	
OASL	8638	
B4GALT6	9331	
ZEB1-AS1	220930	
NOTCH1	4851	
MRPL2	51069	
MMP1	4312	
ANXA10	11199	
FAM129A	-	
NCSTN	23385	
ALDH3A2	224	
SPDYE1	285955	
COQ6	51004	
LINC00841	283033	
EMP1	2012	
NAA38	84316	
GRB14	2888	
HMGB2	3148	
MAGEC2	51438	
HIST1H1A	-	
PPP1R16A	84988	
MAGIX	79917	
GTDC1	79712	
KIFAP3	22920	
RAB27A	5873	
ALDH3B1	221	
TRIOBP	11078	
KBTBD11-OT1	104266957	
JARID2	3720	
HMGCS1	3157	
CCDC88A	55704	
ZNF200	7752	
MARVELD3	91862	
CAB39L	81617	
BEND4	389206	
TRIM63	84676	
FHOD3	80206	
GDF15	9518	
TMEM14A	28978	
STXBP2	6813	
SKA2	348235	
RPRML	388394	
GNG11	2791	
LIG3	3980	
CADPS2	93664	
DNAJB6	10049	
S100PBP	64766	
SEPT11	-	
ATG4D	84971	
OMA1	115209	
SDC2	6383	
ZFP57	346171	
DNAJC2	27000	
SPATA9	83890	
OR6C6	283365	
LY6G5C	80741	
LAMP1	3916	
LPXN	9404	
WDR47	22911	
KANSL1	284058	
MRPL21	219927	
AFAP1L1	134265	
DPP3	10072	
DHX40	79665	
NANS	54187	
YIPF1	54432	
PHACTR4	65979	
TMEM207	131920	
SH3D21	79729	
FAM204A	63877	
CDY2A	9426	
CSTF1	1477	
TSPAN33	340348	
ASNS	440	
MLLT6	4302	
GRB7	2886	
SLC25A25	114789	
MLXIPL	51085	
EPB41L5	57669	
LOC101927418	101927418	
AACS	65985	
SLC7A8	23428	
DOCK11	139818	
UNKL	64718	
AP3B1	8546	
DICER1	23405	
ZNF740	283337	
SFR1	119392	
LOC105378137	105378137	
TLE4	7091	
ALDH1L1	10840	
CD68	968	
TMEM97	27346	
USP46	64854	
NCK1	4690	
VCL	7414	
VAT1L	57687	
MSH3	4437	
TSC1	7248	
PSAP	5660	
ATG13	9776	
MTFP1	51537	
UNC5C	8633	
SARS	6301	
HHLA3	11147	
ST6GAL1	6480	
ALDH5A1	7915	
ATP5F1	-	
FZD8	8325	
KIF20B	9585	
NARF	26502	
TAX1BP1	8887	
GGTLC1	92086	
POLH	5429	
SLC22A16	85413	
PITPNC1	26207	
ISY1	57461	
RNF219	-	
CLDN2	9075	
CLEC10A	10462	
PPP1R14C	81706	
S100A1	6271	
PIAS3	10401	
CDK10	8558	
TMEM45A	55076	
ANXA4	307	
MPHOSPH10	10199	
SEC23IP	11196	
MEGF9	1955	
SLC25A29	123096	
SLC4A5	57835	
NAA35	60560	
SLC22A15	55356	
ARHGEF10	9639	
SNRPB2	6629	
CHRNA4	1137	
UNC5A	90249	
CCT6A	908	
MAP7D2	256714	
ANKRD30A	91074	
MBOAT1	154141	
KCNK16	83795	
CLIC1	1192	
RHBDF2	79651	
C17orf97	400566	
AGBL4	84871	
JMJD6	23210	
TRIAP1	51499	
ABCB8	11194	
FAM210A	125228	
ALS2CR11	151254	
PGK2	5232	
APOL1	8542	
HSPA9	3313	
SNORD14C	85389	
AKR1B10	57016	
PRRX1	5396	
SLC6A20	54716	
GLRA2	2742	
SYVN1	84447	
B9D2	80776	
ALDH1B1	219	
CC2D2A	57545	
IDI1	3422	
TRMT11	60487	
TFCP2	7024	
CRYZL1	9946	
PPP2R2B	5521	
MCOLN1	57192	
CSE1L	1434	
BRPF3	27154	
ZNRD1	30834	
LOX	4015	
OR11H1	81061	
CASC3	22794	
HCCS	3052	
SYT8	90019	
TERF1	7013	
ENO3	2027	
NSUN5	55695	
ECE2	9718	
PDCD1	5133	
TH	7054	
SPRY2	10253	
GLTSCR1	-	
ICK	22858	
LRRK1	79705	
P2RY14	9934	
DNAJB6	10049	
NAT14	57106	
HTR2C	3358	
DESI2	51029	
SMPDL3A	10924	
VPS37C	55048	
ARHGEF15	22899	
WFIKKN2	124857	
LETM2	137994	
CDC123	8872	
FNDC8	54752	
PTCRA	171558	
FAM155A-IT1	-	
FA2H	79152	
CXCL16	58191	
SMARCC2	6601	
USH1C	10083	
MAPK10	5602	
OCLN	100506658	
GMPR2	51292	
DNAJB12	54788	
C19orf48	84798	
C11orf95	65998	
JAK1	3716	
SLC30A6	55676	
F2RL3	9002	
C5AR1	728	
IFIT2	3433	
HCFC1	3054	
HERC2P2	400322	
CAMSAP3	57662	
BNIP3	664	
GRAMD1C	54762	
PAXBP1	94104	
UTP15	84135	
AZIN1	51582	
TUBA1A	7846	
OR2A20P	401428	
ZFAND1	79752	
C8orf46	-	
TFAP2A	7020	
CHERP	10523	
SCN7A	6332	
ALDH3A2	224	
KCNAB2	8514	
SEC14L2	23541	
OMD	4958	
AP5S1	55317	
SLC27A5	10998	
THAP2	83591	
LINC01091	285419	
CCDC122	160857	
HCP5	10866	
FABP3	2170	
GPR19	2842	
TICAM1	148022	
HOMER1	9456	
ZNHIT6	54680	
ADHFE1	137872	
SORL1	6653	
GPR27	2850	
COL7A1	1294	
KRTAP19-4	337971	
CASP10	843	
GINS1	9837	
ZNF695	57116	
LMO2	4005	
WASH1	-	
KCNA1	3736	
PEA15	8682	
UCHL1	7345	
STMN1	3925	
MAGEB2	4113	
LAMA3	3909	
COG1	9382	
ADK	132	
WNK1	65125	
SMARCC2	6601	
TXK	7294	
CLDN10	9071	
GOLT1B	51026	
GAGE4	2576	
JAK3	3718	
SHISA3	152573	
TMEM45A	55076	
ANKRD33	341405	
TTC28	23331	
CGB3	1082	
KIF24	347240	
LOC101928438	101928438	
TNFAIP6	7130	
ALG11	440138	
KLHL21	9903	
BCL2L15	440603	
MPRIP	23164	
LOC100288238	-	
BHLHA15	168620	
COL8A1	1295	
SUPT16H	11198	
OPN4	94233	
TNFSF13B	10673	
IL17F	112744	
RNF123	63891	
ARPC2	10109	
CYB5A	1528	
IRS1	3667	
NUDT16L1	84309	
ZC2HC1C	79696	
RPGR	6103	
AMMECR1	9949	
ATN1	1822	
HK2	3099	
NAA35	60560	
ZMYND8	23613	
CTSE	1510	
SMARCA5	8467	
LGALS9B	284194	
TMEM214	54867	
VPS16	64601	
HSPB11	51668	
NOL6	65083	
MPC1	51660	
SPDYE4	388333	
SLC5A7	60482	
ATP2A2	488	
CRIP2	1397	
PARG	8505	
DYNC2H1	79659	
RABEPK	10244	
GALNT8	26290	
CD82	3732	
DUS1L	64118	
ZNF138	7697	
SNX30	401548	
AIF1L	83543	
F2RL1	2150	
H2AFY	-	
BEND2	139105	
RFC1	5981	
FBLN2	2199	
PRKCI	5584	
ANKRD20A1	84210	
FCF1	51077	
SYNE2	23224	
CD44	960	
ADAMDEC1	27299	
POLA1	5422	
KLK4	9622	
ADRA2B	151	
RPS6KA1	6195	
GLYATL2	219970	
KDM3A	55818	
TUBB	203068	
WDR64	128025	
LRRC40	55631	
RAC2	5880	
MLC1	23209	
CR2	1380	
SLC38A8	146167	
LIPA	3988	
EFHD1	80303	
BHLHE40	8553	
HEYL	26508	
RAB3B	5865	
HOOK3	84376	
GBP1	2633	
AKR1B15	441282	
CUEDC1	404093	
PEX1	5189	
FAM109B	-	
BTBD9	114781	
ARHGAP29	9411	
RCC1	1104	
RBMX2	51634	
CSGALNACT1	55790	
TMEM45B	120224	
CHMP5	51510	
AGL	178	
PRDM11	56981	
CDC25B	994	
OR2T35	403244	
LYSMD3	116068	
PITRM1	10531	
ASB6	140459	
GSDMA	284110	
PLEKHG1	57480	
ENTHD1	150350	
GAK	2580	
DEGS1	8560	
ANKRD20A1	84210	
DNM1L	10059	
CIAPIN1	57019	
TBC1D1	23216	
PLAC8	51316	
ANP32AP1	723972	
PSRC1	84722	
ACOT11	26027	
FAM222A	84915	
FSHB	2488	
CCDC34	91057	
PDS5B	23047	
APP	351	
CALM2	805	
CD28	940	
CLEC10A	10462	
HTR1E	3354	
RPUSD1	113000	
RGS6	9628	
DEAF1	10522	
SHANK2	22941	
ST7-AS2	93654	
KIF1B	23095	
KCNB2	9312	
KCNK15	60598	
TRIOBP	11078	
KIAA1524	-	
PRTG	283659	
ZNF763	284390	
SECISBP2L	9728	
RNFT2	84900	
CRCP	27297	
IFI44L	10964	
PALD1	27143	
NECAB3	63941	
SYNJ1	8867	
C11orf63	-	
ATP7B	540	
CLN6	54982	
CLN3	1201	
KLHDC9	126823	
GUF1	60558	
RAPH1	65059	
SMDT1	91689	
FBXO8	26269	
NGDN	25983	
PIPOX	51268	
HAT1	8520	
DACT2	168002	
ZNF789	285989	
RBBP4	5928	
SPNS1	83985	
MXRA5	25878	
SNRPD3	6634	
MCM7	4176	
JMJD1C	221037	
HELLS	3070	
FHL2	2274	
LCT	3938	
DBNDD1	79007	
NMT2	9397	
EXOC3L2	90332	
HECTD3	79654	
FBXO22	26263	
CRIPAK	-	
LIPC	3990	
ZNRD1	30834	
SPANXA2	728712	
TCAF2	285966	
KITLG	4254	
SPO11	23626	
GJC2	57165	
TMEM65	157378	
C14orf159	80017	
C17orf51	-	
SPATA20	64847	
SOX4	6659	
PEF1	553115	
SH3TC1	54436	
FBLIM1	54751	
ZNF566	84924	
CLPX	10845	
SKAP1	8631	
CCDC138	165055	
BMP5	653	
POTEI	653269	
CDC42EP4	23580	
SENP8	123228	
CD24	100133941	
DESI1	27351	
ZNF184	7738	
LRRN4	164312	
DIAPH3	81624	
DTNBP1	84062	
CERS2	29956	
PDCD4	27250	
DSCAM	1826	
POLG	5428	
PCDHB14	56122	
AMMECR1	9949	
MDM2	4193	
EHBP1	23301	
DCDC2	51473	
OLIG2	10215	
ARHGAP33	115703	
AP3M1	26985	
FRAT1	10023	
KIAA0368	-	
ZNF776	284309	
DNAJC9	23234	
KHSRP	8570	
PTGER2	5732	
SULT1A1	6817	
SPDEF	25803	
GPT	2875	
DUSP12	11266	
TCP10L	140290	
ANXA2P3	305	
RINL	126432	
ST7-OT4	338069	
RGS8	85397	
NEDD8	4738	
GRIP2	80852	
GPRIN2	9721	
TIGD5	84948	
ALOX12P2	245	
ZNF607	84775	
AFP	174	
TMEM14C	51522	
SFTPA1	653509	
GCDH	2639	
CALD1	800	
PRCP	5547	
METAP2	10988	
TRPT1	83707	
RAET1L	154064	
SLC25A40	55972	
SCGB2A1	4246	
SOX30	11063	
GRTP1	79774	
SLC9A9	285195	
CTRB2	440387	
VSTM4	196740	
PRCP	5547	
SPINK6	404203	
CETN2	1069	
RUNX2	860	
CCL20	6364	
PSME2	5721	
MSTN	2660	
ISM1	140862	
LINC01091	285419	
QSOX2	169714	
ANKRD1	27063	
CFLAR	8837	
RAB3D	9545	
FGFBP3	143282	
STT3B	201595	
FBXL12	54850	
VDAC1	7416	
TIGD1	200765	
VRK3	51231	
EPB41L4B	54566	
SLC37A4	2542	
GPR155	151556	
REC8	9985	
SCD5	79966	
CDK6	1021	
OR2V2	285659	
G3BP2	9908	
FER	2241	
AK4	205	
ENKD1	84080	
POPDC3	64208	
SRSF11	9295	
UGT2B11	10720	
STOX2	56977	
ANKRD22	118932	
NR3C1	2908	
CCT2	10576	
GPRC5C	55890	
SLC10A4	201780	
MPG	4350	
BHLHE22	27319	
HOXA11	3207	
SLC30A4	7782	
LINC00160	54064	
RETN	56729	
ZFP36	7538	
C8orf82	414919	
NAA15	80155	
ERGIC3	51614	
CYB5A	1528	
ZSCAN1	284312	
MS4A8	83661	
PDPK1	5170	
CLIP2	7461	
OR4X1	390113	
GTF2IP1	2970	
TMEM80	283232	
IER5L	389792	
TPBG	7162	
MYO7A	4647	
SLCO3A1	28232	
MDM2	4193	
NCEH1	57552	
FLJ42969	441374	
DENND2C	163259	
ETFB	2109	
KMT2C	58508	
DEPDC7	91614	
TTC7B	145567	
ZNF304	57343	
C22orf29	79680	
S100A7L2	645922	
FAM214A	56204	
NT5E	4907	
ZAK	-	
PHKG1	5260	
PXDNL	137902	
LRRC45	201255	
LIG4	3981	
MB21D2	151963	
TARSL2	-	
RPS6KL1	83694	
OR10AD1	121275	
ZNF672	79894	
RASSF2	9770	
LOC105370068	105370068	
SULT1A2	6799	
RNF152	220441	
SULF2	55959	
THTPA	79178	
S100A13	6284	
ARHGAP17	55114	
C1D	10438	
SCCPDH	51097	
LGALS3BP	3959	
ACPT	-	
HIST1H4I	-	
RPL23	9349	
TEX15	56154	
FANCA	2175	
LINC00672	100505576	
PEBP1	5037	
DDC	1644	
FOXF2	2295	
EPDR1	54749	
LSP1	4046	
TYR	7299	
CD80	941	
C5orf42	-	
STUB1	10273	
ALX1	8092	
CTXN1	404217	
C12orf40	283461	
LRRC45	201255	
LCMT1	51451	
IRAK3	11213	
DIP2C	22982	
TAF1A-AS1	100506161	
CLP1	10978	
NAPB	63908	
NAMPT	10135	
FAM198B	51313	
ADHFE1	137872	
SLCO1B7	338821	
LTK	4058	
CT47A7	653282	
PRAME	23532	
ACCSL	390110	
ADAMTS1	9510	
ST8SIA1	6489	
GMIP	51291	
HSP90B1	7184	
ADGRG5	221188	
PPIL1	51645	
WAC	51322	
PRPF39	55015	
ICOSLG	23308	
IFRD1	3475	
ART1	417	
SLC30A5	64924	
MRM2	29960	
CPNE5	57699	
LOC101927534	-	
BEX3	27018	
RNF146	81847	
ETV2	2116	
CYB5R1	51706	
MAX	4149	
HEATR1	55127	
ZNF285	26974	
ZNF3	7551	
ADAM23	8745	
ARL8B	55207	
SNORA25	684959	
MEIOB	254528	
HSDL2	84263	
SNRPA	6626	
CADPS2	93664	
LOC101928796	101928796	
ASB3	51130	
IL10	3586	
TSPAN7	7102	
SSBP2	23635	
ECD	11319	
UTRN	7402	
NCOA1	8648	
IL13RA2	3598	
HPCAL1	3241	
APTX	54840	
DLEU1	10301	
IL6ST	3572	
SPATA18	132671	
ADRB2	154	
ACTL6A	86	
U2AF1L4	199746	
ZMYND8	23613	
NOV	4856	
VKORC1	79001	
SLC22A3	6581	
HOXB8	3218	
NR1H3	10062	
SLC4A5	57835	
RSPH10B	222967	
CD300A	11314	
GBAS	-	
GEMIN2	8487	
GPNMB	10457	
FADS1	3992	
TGM5	9333	
SCRIB	23513	
SLC25A53	401612	
MIR99AHG	388815	
YTHDF1	54915	
L1CAM	3897	
SPATA2L	124044	
ATP5D	-	
ABCA6	23460	
ATP10B	23120	
ABCE1	6059	
WDR45	11152	
ADGRE5	976	
OR13C9	286362	
ADAM10	102	
LOC157860	-	
TSPYL2	64061	
SEC24B	10427	
HLCS	3141	
SHC3	53358	
ELF1	1997	
USPL1	10208	
MIR124-2HG	100130155	
SERPINA5	5104	
PGAP3	93210	
PRDM5	11107	
PDZK1	5174	
ATP2B3	492	
ZNF197	10168	
SLC25A25	114789	
SLC35G5	83650	
LRRC32	2615	
FMO3	2328	
RNASE3	6037	
RNF43	54894	
USP34	9736	
FAM47C	442444	
CMA1	1215	
KLK10	5655	
KCNC2	3747	
C9orf142	-	
ZNF174	7727	
FAM20B	9917	
RNF217	154214	
CNEP1R1	255919	
ZNF133	7692	
HIGD1B	51751	
RANBP6	26953	
LIPM	340654	
NGF	4803	
CPVL	54504	
TWIST2	117581	
ZNF883	169834	
GNB1	2782	
TOR4A	54863	
ABHD17C	58489	
CDHR2	54825	
ANKRD20A4	-	
ZNF649	65251	
ARHGEF4	50649	
RHOBTB1	9886	
ITM2C	81618	
BICD1	636	
C4orf33	132321	
B3GALT5	10317	
C3orf35	-	
MAPK1	5594	
CLEC7A	64581	
ADAM19	8728	
MAP3K3	4215	
NEK11	79858	
TMEM218	219854	
LRG1	116844	
SH3KBP1	30011	
RAE1	8480	
ZSCAN18	65982	
RNF19A	25897	
SNX27	81609	
ATP6V0E2	155066	
TECR	9524	
DRD3	1814	
CEP170	9859	
TRIM6	117854	
MNS1	55329	
HSF2	3298	
CALM3	808	
SPTLC3	55304	
PRKCZ	5590	
LHPP	64077	
PYHIN1	149628	
LOC101927531	101927531	
SPRY4	81848	
ASB11	140456	
GLS2	27165	
DDX60	55601	
FAM129B	64855	
SGK3	23678	
TMCO6	55374	
ARRDC3	57561	
FOS	2353	
LHX3	8022	
BMP1	649	
KCTD9	54793	
GAPDH	2597	
EXT1	2131	
GUSBP2	387036	
CTAGE5	4253	
BIVM	54841	
GAGE2B	645037	
TEAD4	7004	
PACSIN2	11252	
UBE2D4	51619	
CCDC6	8030	
DACT1	51339	
EGLN1	54583	
UBXN11	91544	
SIK2	23235	
TACR1	6869	
TAB1	10454	
BRD7	29117	
KSR1	8844	
GJA3	2700	
BCAM	4059	
TPH1	7166	
KRT18	3875	
TDO2	6999	
TSHZ3	57616	
TBKBP1	9755	
B3GNT3	10331	
WIPF1	7456	
TPRXL	348825	
SLC23A2	9962	
ARAF	369	
SUPT5H	6829	
SLC22A23	63027	
CYYR1	116159	
DMTN	2039	
GALT	2592	
UBL4A	8266	
PPDPF	79144	
NEDD1	121441	
FCRL2	79368	
LY6E	4061	
GLDC	2731	
RCBTB2	1102	
TSPAN6	7105	
LSP1	4046	
RPLP2	6181	
SGMS2	166929	
MTO1	25821	
EIF4E	1977	
ADAM28	10863	
RAB2A	5862	
CCNI	10983	
FANCB	2187	
CYFIP2	26999	
RDX	5962	
HSD11B1	3290	
DHRS13	147015	
AGBL5	60509	
LGALS9	3965	
H6PD	9563	
TRIM28	10155	
LRTM2	654429	
PEAR1	375033	
PPP4R1	9989	
CDK5RAP3	80279	
DHPS	1725	
PARD6A	50855	
PER2	8864	
ATRIP	84126	
LOC338620	-	
PTRH2	51651	
ABRACL	58527	
RBM39	9584	
CD3D	915	
MRPL58	3396	
TARS2	80222	
CDC42SE2	56990	
POLD3	10714	
EPHA3	2042	
PPIL6	285755	
ZNF74	7625	
TRPV5	56302	
NUDT9	53343	
MMP21	118856	
TMEM241	85019	
REXO1	57455	
PLXNA2	5362	
PDSS2	57107	
H3F3C	-	
HADH	3033	
SON	6651	
IARS	3376	
ERRFI1	54206	
SMPD1	6609	
BRE	9577	
TRIM29	23650	
MAP4K2	5871	
SFT2D2	375035	
SLC16A14	151473	
FAM13A	10144	
DLAT	1737	
WDYHV1	-	
WSB1	26118	
MARK2	2011	
BMPR1A	657	
AIG1	51390	
RPS28	6234	
HAS3	3038	
EPS8L1	54869	
NRAS	4893	
UQCRH	7388	
LAMA4	3910	
HACD1	9200	
XCL1	6375	
MGST1	4257	
ZNF320	162967	
ABLIM1	3983	
GTPBP4	23560	
TTLL5	23093	
MARC2	-	
SORD	6652	
C5orf49	134121	
EPSTI1	94240	
LGR4	55366	
FAM19A1	-	
LDB3	11155	
SLC51B	123264	
TMEM79	84283	
B3GNT4	79369	
INHBB	3625	
CHN2	1124	
ARPC1A	10552	
ATP23	91419	
CSTF2	1478	
ATP1B1	481	
KAT8	84148	
CNTN6	27255	
LOC101928977	101928977	
NMT1	4836	
SPRED3	399473	
CORO2B	10391	
LPIN2	9663	
NMNAT2	23057	
DDX3X	1654	
NKX2-5	1482	
ADCY1	107	
EXOC5	10640	
GRM7	2917	
SNX6	58533	
OR4D6	219983	
CD28	940	
UNC13D	201294	
NUMB	8650	
MFF	56947	
USH2A	7399	
CEACAM16	388551	
GADL1	339896	
NOMO3	408050	
C14orf37	145407	
ANK1	286	
PPIL2	23759	
FAM131C	348487	
CDYL2	124359	
DCDC1	341019	
GMPPA	29926	
HNRNPA3	220988	
TMEM50B	757	
PDE5A	8654	
OTUB1	55611	
CDKN2A	1029	
LY6H	4062	
C2	717	
MIR924HG	647946	
FOXP1	27086	
CD48	962	
MYOM1	8736	
KHDRBS1	10657	
PLXNB2	23654	
GAB3	139716	
RBM10	8241	
SLED1	643036	
ZDHHC9	51114	
